Cust_ID,ZIP,expected_duration,actual_duration,Job_ID,Technician_ID,Advisor_ID,Date_of_job,Time_of_job,Outlet_code,Channel_code
C_14268,11213,10,7,8,126,22,2015-07-20,10:03:25,4,102
C_14268,11213,12,16,3,61,12,2015-06-05,09:18:15,4,102
C_14268,11213,12,16,3,61,12,2015-07-13,09:18:15,4,102
C_14277,07608,8,8,19,164,12,2015-01-18,13:06:00,2,104
C_14277,07608,9,13,2,129,35,2015-05-07,14:50:45,2,104
C_14277,07608,9,13,2,129,35,2015-11-01,14:50:45,2,104
C_14277,07608,10,13,14,160,45,2015-08-11,09:49:29,2,104
C_14277,07608,10,13,14,160,45,2015-12-04,09:49:29,2,104
C_14277,07608,16,15,9,197,18,2015-06-03,16:58:33,2,104
C_14300,06467,7,7,16,83,48,2018-07-09,13:24:44,4,101
C_14300,06467,7,7,16,83,48,2019-02-05,13:24:44,4,101
C_14300,06467,7,11,18,21,27,2018-05-29,13:07:55,4,101
C_14300,06467,7,11,18,21,27,2019-02-03,13:07:55,4,101
C_14300,06467,7,11,18,75,48,2018-08-11,10:01:30,4,101
C_14314,19103,9,9,14,183,6,2016-11-02,10:11:35,11,102
C_14314,19103,9,9,14,183,6,2017-05-22,10:11:35,11,102
C_14314,19103,9,9,14,183,6,2017-08-23,10:11:35,11,102
C_14314,19103,12,9,19,98,3,2016-11-10,16:54:42,11,102
C_14314,19103,12,9,19,98,3,2017-08-13,16:54:42,11,102
C_14314,19103,12,16,2,112,10,2017-01-30,12:16:59,11,102
C_14353,02126,9,16,16,144,41,2017-02-01,16:19:09,16,101
C_14353,02126,9,16,16,144,41,2017-03-08,16:19:09,16,101
C_14353,02126,9,16,16,144,41,2017-04-09,16:19:09,16,101
C_14353,02126,10,16,14,62,21,2017-02-27,14:27:12,16,101
C_14353,02126,12,12,18,100,10,2016-12-23,16:11:57,16,101
C_14353,02126,12,12,18,100,10,2017-01-25,16:11:57,16,101
C_14354,02127,7,10,16,20,46,2018-01-31,14:21:55,23,102
C_14354,02127,11,11,15,144,39,2018-04-07,11:49:07,23,102
C_14354,02127,11,11,15,144,39,2018-11-15,11:49:07,23,102
C_14354,02127,11,13,1,4,3,2018-05-23,10:57:14,23,102
C_14354,02127,11,13,1,4,3,2018-12-13,10:57:14,23,102
C_14354,02127,14,11,14,186,34,2018-08-05,11:21:15,23,102
C_14354,02127,14,11,14,186,34,2018-09-23,11:21:15,23,102
C_14354,02127,14,11,14,186,34,2018-11-17,11:21:15,23,102
C_1437,11103,8,14,2,191,32,2018-04-27,12:23:43,15,102
C_1437,11103,8,14,2,191,32,2018-07-25,12:23:43,15,102
C_1437,11103,13,14,11,41,10,2018-02-20,13:50:41,15,102
C_1437,11103,13,14,11,41,10,2018-07-15,13:50:41,15,102
C_1437,11103,14,16,3,57,27,2018-02-19,16:17:43,15,102
C_1437,11103,14,16,3,57,27,2018-09-11,16:17:43,15,102
C_14390,11213,9,12,10,193,50,2019-04-07,09:16:49,11,101
C_14390,11213,9,12,10,193,50,2019-04-26,09:16:49,11,101
C_14390,11213,9,12,10,193,50,2019-06-07,09:16:49,11,101
C_14390,11213,11,12,20,14,12,2019-05-27,12:46:18,11,101
C_14390,11213,15,6,20,18,15,2019-11-29,13:31:28,11,101
C_14406,07087,6,7,4,111,2,2017-08-02,16:20:36,21,103
C_14406,07087,8,14,3,191,7,2018-03-21,09:26:25,21,103
C_14406,07087,11,11,19,95,44,2017-09-19,16:57:07,21,103
C_14406,07087,11,11,19,95,44,2018-06-14,16:57:07,21,103
C_14406,07087,12,14,15,127,5,2017-09-29,16:50:52,21,103
C_14406,07087,12,14,15,127,5,2018-04-13,16:50:52,21,103
C_14406,07087,12,14,15,127,5,2018-07-15,16:50:52,21,103
C_14435,19104,5,6,18,55,39,2017-03-03,14:22:24,6,103
C_14435,19104,13,8,17,45,13,2018-01-10,11:58:15,6,103
C_14435,19104,13,8,17,45,13,2018-01-20,11:58:15,6,103
C_14435,19104,18,8,20,8,28,2017-05-15,09:15:51,6,103
C_14435,19104,18,8,20,8,28,2018-02-03,09:15:51,6,103
C_14483,07620,9,9,15,162,21,2017-08-30,14:45:56,14,103
C_14483,07620,12,10,14,4,46,2017-12-06,11:59:13,14,103
C_14483,07620,12,10,14,4,46,2018-01-14,11:59:13,14,103
C_14483,07620,16,10,7,141,25,2018-07-09,12:08:49,14,103
C_14497,19104,6,11,7,63,8,2015-10-04,14:46:25,13,104
C_14497,19104,10,11,7,125,47,2015-04-22,13:32:54,13,104
C_14497,19104,10,11,7,125,47,2015-11-21,13:32:54,13,104
C_14497,19104,10,11,7,125,47,2016-01-23,13:32:54,13,104
C_14497,19104,11,15,11,135,30,2015-03-03,12:42:27,13,104
C_14532,19102,7,13,1,22,9,2018-01-20,10:48:06,11,102
C_14532,19102,7,13,1,22,9,2018-01-28,10:48:06,11,102
C_14532,19102,7,13,7,96,6,2017-08-11,16:12:25,11,102
C_14532,19102,13,15,11,37,2,2018-02-11,09:47:34,11,102
C_14532,19102,15,16,3,155,22,2017-04-23,15:59:27,11,102
C_14534,07608,7,11,7,60,36,2015-05-28,15:58:58,12,102
C_14534,07608,9,6,15,36,24,2015-09-11,10:54:50,12,102
C_14534,07608,9,6,15,36,24,2016-03-25,10:54:50,12,102
C_14534,07608,12,6,13,165,45,2015-08-22,16:29:43,12,102
C_14534,07608,12,6,13,165,45,2015-08-27,16:29:43,12,102
C_14534,07608,12,6,13,165,45,2015-10-31,16:29:43,12,102
C_14534,07608,12,18,10,130,36,2015-12-06,15:47:55,12,102
C_14534,07608,12,18,10,130,36,2016-01-10,15:47:55,12,102
C_14559,19103,8,8,8,127,25,2015-11-15,09:17:17,14,106
C_14559,19103,9,19,11,134,38,2016-08-11,13:18:58,14,106
C_14559,19103,15,19,11,21,45,2015-11-15,14:22:52,14,106
C_14585,07620,6,15,9,44,6,2018-01-01,10:27:26,17,105
C_14585,07620,9,19,3,72,48,2018-05-20,09:00:28,17,105
C_14585,07620,10,15,6,195,48,2018-05-03,14:05:06,17,105
C_14612,07093,6,9,6,46,5,2017-03-18,12:17:28,6,103
C_14612,07093,6,9,6,46,5,2017-04-15,12:17:28,6,103
C_14612,07093,6,11,17,76,33,2017-01-21,11:10:12,6,103
C_14612,07093,10,6,13,191,24,2017-04-04,12:25:09,6,103
C_14612,07093,15,6,3,11,10,2017-05-26,11:10:12,6,103
C_14612,07093,15,6,3,11,10,2017-08-09,11:10:12,6,103
C_14636,11104,8,10,5,162,14,2016-11-08,10:43:47,12,103
C_14636,11104,8,14,19,19,32,2017-01-10,15:21:01,12,103
C_14636,11104,8,14,19,19,32,2017-03-21,15:21:01,12,103
C_14636,11104,8,14,19,19,32,2017-10-09,15:21:01,12,103
C_14636,11104,11,16,4,34,22,2017-10-27,13:07:55,12,103
C_14636,11104,18,14,11,35,32,2017-01-17,15:40:14,12,103
C_14636,11104,18,14,11,35,32,2017-10-11,15:40:14,12,103
C_1464,19103,8,18,9,49,40,2017-04-11,12:44:23,5,102
C_1464,19103,8,18,9,49,40,2017-08-16,12:44:23,5,102
C_1464,19103,8,18,9,49,40,2017-08-31,12:44:23,5,102
C_1464,19103,8,21,8,107,30,2017-05-02,16:51:49,5,102
C_1464,19103,10,18,18,52,13,2016-12-22,09:10:34,5,102
C_1464,19103,12,15,5,123,19,2016-09-15,10:26:58,5,102
C_14646,11103,13,17,4,178,35,2015-06-30,16:26:50,10,103
C_14646,11103,13,17,4,178,35,2015-10-18,16:26:50,10,103
C_14646,11103,15,15,17,142,13,2015-05-01,12:12:11,10,103
C_14646,11103,15,17,14,2,43,2015-06-07,10:12:04,10,103
C_14646,11103,15,17,14,2,43,2015-11-25,10:12:04,10,103
C_14646,11103,16,21,10,93,18,2015-01-14,16:59:31,10,103
C_14664,06467,9,12,17,145,23,2016-02-10,11:36:09,10,102
C_14664,06467,9,12,17,145,23,2016-08-09,11:36:09,10,102
C_14664,06467,9,17,6,127,50,2016-03-25,09:24:30,10,102
C_14664,06467,9,17,6,127,50,2016-11-02,09:24:30,10,102
C_14664,06467,9,17,7,199,20,2016-04-14,15:51:46,10,102
C_14664,06467,9,17,7,199,20,2016-08-29,15:51:46,10,102
C_14664,06467,12,14,6,115,31,2015-12-19,16:46:03,10,102
C_14681,07087,9,15,14,115,12,2017-04-15,09:30:45,11,104
C_14681,07087,11,12,9,15,28,2017-05-04,16:14:21,11,104
C_14681,07087,11,12,9,15,28,2017-05-15,16:14:21,11,104
C_14681,07087,11,15,17,55,35,2016-10-15,14:08:56,11,104
C_14681,07087,11,15,17,55,35,2017-06-20,14:08:56,11,104
C_147,19103,3,17,7,197,33,2016-01-15,11:43:50,1,103
C_147,19103,8,15,4,79,46,2015-10-25,15:28:13,1,103
C_147,19103,9,17,13,161,47,2016-02-19,10:25:02,1,103
C_147,19103,9,17,13,161,47,2016-06-01,10:25:02,1,103
C_147,19103,13,15,15,161,44,2015-07-14,09:13:56,1,103
C_14721,19104,6,15,18,93,19,2015-09-16,10:01:01,25,103
C_14721,19104,8,19,11,6,28,2015-09-18,11:03:00,25,103
C_14721,19104,8,19,11,6,28,2016-01-21,11:03:00,25,103
C_14721,19104,13,19,9,60,26,2015-11-10,09:18:44,25,103
C_14721,19104,13,19,9,60,26,2015-11-16,09:18:44,25,103
C_14746,07093,6,9,2,50,24,2017-05-20,13:27:08,13,104
C_14746,07093,9,12,4,167,5,2017-02-18,09:57:10,13,104
C_14746,07093,10,18,8,153,19,2017-08-14,15:12:51,13,104
C_14746,07093,10,18,8,153,19,2017-10-22,15:12:51,13,104
C_14746,07093,12,18,13,179,36,2017-12-19,15:50:19,13,104
C_14746,07093,12,18,13,179,36,2018-01-29,15:50:19,13,104
C_14783,19103,14,19,16,122,4,2019-02-08,14:47:52,11,106
C_14783,19103,14,19,16,122,4,2019-03-27,14:47:52,11,106
C_14783,19103,18,19,9,78,4,2019-05-06,12:52:33,11,106
C_1481,07093,7,10,5,38,19,2015-08-26,11:23:39,20,106
C_1481,07093,9,10,2,134,41,2016-03-08,09:53:48,20,106
C_1481,07093,12,10,10,95,47,2015-11-28,09:47:05,20,106
C_14821,06467,9,6,11,60,24,2019-02-26,12:43:54,21,104
C_14845,07093,10,9,6,169,16,2019-03-19,13:13:12,14,105
C_14845,07093,10,9,6,169,16,2019-04-22,13:13:12,14,105
C_14845,07093,10,9,6,169,16,2019-08-10,13:13:12,14,105
C_14845,07093,10,9,6,169,16,2019-09-12,13:13:12,14,105
C_14845,07093,14,14,2,20,26,2018-10-21,11:06:21,14,105
C_14845,07093,16,14,19,20,22,2018-12-05,16:47:59,14,105
C_14845,07093,16,14,19,20,22,2019-08-26,16:47:59,14,105
C_14874,06001,11,14,7,136,26,2017-08-15,15:21:01,12,102
C_14874,06001,11,14,7,136,26,2017-11-06,15:21:01,12,102
C_14874,06001,12,14,6,49,38,2017-07-07,11:24:37,12,102
C_14874,06001,12,14,6,49,38,2017-08-06,11:24:37,12,102
C_14874,06001,17,21,11,166,11,2017-05-02,15:51:46,12,102
C_14924,02127,10,14,13,83,40,2017-04-04,16:09:32,17,102
C_14924,02127,12,5,14,122,44,2017-01-31,09:38:26,17,102
C_14965,07093,7,14,5,134,37,2017-05-10,13:20:25,19,102
C_14965,07093,8,11,8,148,17,2017-01-20,15:07:05,19,102
C_14965,07093,15,14,8,93,16,2017-02-26,09:27:52,19,102
C_14965,07093,15,14,8,93,16,2017-03-11,09:27:52,19,102
C_14965,07093,15,14,8,93,16,2017-04-10,09:27:52,19,102
C_14965,07093,15,14,8,93,16,2017-07-29,09:27:52,19,102
C_15013,19104,8,8,7,198,48,2016-05-20,16:41:15,12,104
C_15013,19104,8,8,7,198,48,2016-06-22,16:41:15,12,104
C_15013,19104,8,8,7,198,48,2016-11-30,16:41:15,12,104
C_15013,19104,8,8,15,107,38,2016-05-14,14:16:09,12,104
C_15013,19104,15,20,8,139,20,2016-02-29,13:16:05,12,104
C_15045,07087,9,11,2,125,41,2015-12-20,10:52:25,16,103
C_15045,07087,9,11,2,125,41,2016-02-11,10:52:25,16,103
C_15045,07087,9,11,2,125,41,2016-02-12,10:52:25,16,103
C_15045,07087,9,13,13,38,49,2015-07-20,13:47:48,16,103
C_15045,07087,11,11,10,191,6,2015-12-18,11:29:54,16,103
C_15045,07087,13,11,2,191,4,2015-12-05,09:41:19,16,103
C_15045,07087,13,11,2,191,4,2016-03-15,09:41:19,16,103
C_15095,11213,8,9,2,13,31,2017-03-15,12:44:23,9,105
C_15095,11213,8,9,2,13,31,2017-06-05,12:44:23,9,105
C_15095,11213,8,9,13,156,47,2016-10-02,11:51:31,9,105
C_15095,11213,8,9,13,156,47,2016-10-04,11:51:31,9,105
C_15095,11213,13,15,15,79,5,2016-11-05,13:16:05,9,105
C_15095,11213,13,15,15,79,5,2017-01-05,13:16:05,9,105
C_1512,02126,6,13,18,125,30,2017-03-11,12:03:03,22,103
C_1512,02126,6,13,18,125,30,2017-03-31,12:03:03,22,103
C_1512,02126,6,13,18,125,30,2017-05-02,12:03:03,22,103
C_1512,02126,8,10,11,4,7,2016-10-09,11:34:42,22,103
C_1512,02126,14,14,11,22,42,2017-02-09,09:08:10,22,103
C_1512,02126,14,14,11,22,42,2017-03-10,09:08:10,22,103
C_15121,06479,7,14,3,199,46,2017-06-15,09:57:10,11,103
C_15121,06479,8,8,11,34,48,2017-12-06,13:50:41,11,103
C_15121,06479,8,8,11,34,48,2017-12-11,13:50:41,11,103
C_15121,06479,12,8,16,45,25,2017-07-05,11:52:00,11,103
C_15137,07620,10,14,16,134,7,2018-09-29,10:46:40,19,104
C_15137,07620,10,14,16,134,7,2019-02-11,10:46:40,19,104
C_15137,07620,14,11,11,46,31,2019-02-19,14:28:38,19,104
C_15137,07620,14,11,17,96,42,2019-05-09,13:00:14,19,104
C_15168,19104,9,11,3,62,16,2015-05-26,16:27:19,2,104
C_15168,19104,9,11,3,62,16,2015-07-18,16:27:19,2,104
C_15168,19104,9,11,3,62,16,2015-08-20,16:27:19,2,104
C_15168,19104,9,11,3,62,16,2016-02-08,16:27:19,2,104
C_15168,19104,9,11,12,3,23,2015-02-09,15:29:11,2,104
C_15168,19104,12,11,14,36,16,2015-11-12,09:36:02,2,104
C_15168,19104,12,13,15,164,9,2015-09-22,09:34:35,2,104
C_15173,02129,6,14,20,162,4,2017-11-02,09:06:14,7,104
C_15173,02129,9,11,5,14,11,2017-07-14,16:50:52,7,104
C_15173,02129,13,11,7,132,4,2017-11-17,09:03:50,7,104
C_15173,02129,16,11,11,183,9,2017-08-31,15:09:00,7,104
C_15173,02129,16,11,11,183,9,2017-12-10,15:09:00,7,104
C_15173,02129,16,11,11,183,9,2018-05-24,15:09:00,7,104
C_15178,11104,10,7,12,42,19,2017-09-06,13:07:55,22,102
C_15178,11104,10,7,12,42,19,2017-09-16,13:07:55,22,102
C_15178,11104,10,7,19,150,47,2017-10-06,12:58:47,22,102
C_15178,11104,10,7,19,150,47,2018-06-10,12:58:47,22,102
C_15178,11104,14,8,18,154,36,2017-09-21,16:52:18,22,102
C_15178,11104,14,8,18,154,36,2018-01-30,16:52:18,22,102
C_15178,11104,14,18,9,93,40,2017-06-16,15:47:26,22,102
C_15205,19106,11,12,4,177,29,2017-04-17,13:21:51,14,101
C_15205,19106,12,12,16,138,3,2017-08-12,09:01:55,14,101
C_15205,19106,12,12,16,138,3,2018-02-28,09:01:55,14,101
C_15205,19106,12,12,16,138,3,2018-04-03,09:01:55,14,101
C_15223,11213,2,9,19,18,17,2018-07-15,11:59:41,23,104
C_15223,11213,18,10,14,139,25,2018-08-04,11:45:17,23,104
C_15232,06479,8,11,12,158,2,2017-04-17,14:59:23,3,105
C_15232,06479,8,11,12,158,2,2017-07-30,14:59:23,3,105
C_15232,06479,8,11,12,158,2,2017-09-17,14:59:23,3,105
C_15232,06479,10,11,5,132,5,2017-04-28,10:10:37,3,105
C_15232,06479,10,11,5,132,5,2017-07-10,10:10:37,3,105
C_15255,02127,7,9,17,55,4,2018-09-08,12:43:54,1,103
C_15255,02127,10,16,12,121,15,2018-12-31,13:48:46,1,103
C_15255,02127,10,16,12,121,15,2019-05-19,13:48:46,1,103
C_15255,02127,10,16,17,79,8,2019-08-17,15:44:05,1,103
C_1528,07087,9,7,16,191,22,2016-12-28,16:24:26,2,104
C_1528,07087,9,7,16,191,22,2017-05-31,16:24:26,2,104
C_1528,07087,9,14,18,172,5,2017-02-13,10:24:33,2,104
C_1528,07087,9,14,18,172,5,2017-05-23,10:24:33,2,104
C_1528,07087,11,14,2,188,33,2016-08-15,09:57:39,2,104
C_1528,07087,11,14,2,188,33,2016-12-21,09:57:39,2,104
C_1528,07087,16,18,17,20,25,2016-06-09,12:15:04,2,104
C_15290,11214,6,14,17,72,38,2019-01-09,15:56:34,13,105
C_15290,11214,9,14,15,138,10,2018-03-25,16:55:40,13,105
C_15290,11214,9,14,15,138,10,2018-08-10,16:55:40,13,105
C_15290,11214,19,20,2,80,8,2018-01-25,16:03:18,13,105
C_15306,11103,6,15,16,178,22,2017-11-27,14:50:45,8,106
C_15306,11103,8,15,10,139,39,2017-03-30,12:35:44,8,106
C_15306,11103,8,15,10,139,39,2017-06-20,12:35:44,8,106
C_15306,11103,9,10,7,196,11,2017-01-05,11:33:45,8,106
C_15306,11103,15,15,14,81,22,2017-03-01,13:10:48,8,106
C_15345,07087,9,12,11,26,27,2017-03-27,09:49:58,15,104
C_15345,07087,9,12,11,26,27,2017-06-16,09:49:58,15,104
C_15345,07087,9,12,11,26,27,2017-08-06,09:49:58,15,104
C_15345,07087,9,12,11,26,27,2017-11-10,09:49:58,15,104
C_15345,07087,11,15,16,143,8,2017-12-20,10:47:37,15,104
C_15345,07087,14,12,9,104,26,2017-03-11,11:06:21,15,104
C_15345,07087,14,12,9,104,26,2017-12-30,11:06:21,15,104
C_15362,19104,7,11,5,52,30,2018-02-06,11:30:23,23,102
C_15362,19104,7,14,2,169,4,2017-09-13,12:25:38,23,102
C_15362,19104,7,14,2,169,4,2017-11-13,12:25:38,23,102
C_15362,19104,11,11,11,80,9,2018-01-28,14:26:43,23,102
C_15362,19104,11,11,11,80,9,2018-05-01,14:26:43,23,102
C_15362,19104,11,11,11,80,9,2018-06-05,14:26:43,23,102
C_15409,19103,6,5,10,9,25,2018-04-03,14:01:44,22,106
C_15409,19103,6,5,10,9,25,2018-09-16,14:01:44,22,106
C_15409,19103,6,5,10,9,25,2018-10-07,14:01:44,22,106
C_15409,19103,10,5,6,89,4,2018-05-24,12:31:53,22,106
C_15409,19103,11,10,10,101,25,2018-02-26,11:33:16,22,106
C_15409,19103,11,10,10,101,25,2018-03-06,11:33:16,22,106
C_15409,19103,11,13,6,36,44,2017-11-26,14:40:10,22,106
C_15457,11104,7,8,12,33,50,2018-02-23,13:19:27,4,101
C_15457,11104,7,8,12,33,50,2018-05-22,13:19:27,4,101
C_15457,11104,8,13,8,47,27,2018-08-29,16:03:47,4,101
C_15457,11104,12,13,6,148,6,2018-05-31,11:52:58,4,101
C_15457,11104,15,20,4,106,47,2017-09-28,14:44:01,4,101
C_15485,06002,9,14,6,187,4,2016-05-10,10:33:41,11,103
C_15485,06002,9,14,6,187,4,2017-01-27,10:33:41,11,103
C_15485,06002,9,15,1,111,39,2016-06-14,09:37:57,11,103
C_15485,06002,9,15,1,111,39,2016-09-05,09:37:57,11,103
C_15485,06002,9,15,1,111,39,2016-11-09,09:37:57,11,103
C_15485,06002,9,15,1,111,39,2017-01-07,09:37:57,11,103
C_15485,06002,11,15,2,98,20,2016-09-15,10:38:29,11,103
C_15485,06002,11,15,2,98,20,2017-01-20,10:38:29,11,103
C_15526,02127,6,14,3,33,36,2016-06-24,16:28:46,20,105
C_15526,02127,6,14,3,33,36,2016-09-11,16:28:46,20,105
C_15526,02127,7,14,16,63,33,2016-05-01,13:40:36,20,105
C_15526,02127,7,14,16,63,33,2016-08-21,13:40:36,20,105
C_15526,02127,12,15,15,108,37,2016-03-16,09:20:39,20,105
C_15526,02127,12,15,15,108,37,2016-09-07,09:20:39,20,105
C_15564,06467,10,19,8,52,38,2016-11-22,14:46:54,18,102
C_15564,06467,10,19,8,52,38,2017-02-06,14:46:54,18,102
C_15564,06467,10,19,8,52,38,2017-03-04,14:46:54,18,102
C_15564,06467,11,19,4,6,28,2017-02-25,10:47:37,18,102
C_15564,06467,11,19,4,6,28,2017-04-22,10:47:37,18,102
C_15564,06467,16,12,9,37,35,2017-04-26,10:31:46,18,102
C_15612,07608,9,12,10,65,49,2018-02-08,11:11:39,8,103
C_15612,07608,11,12,15,45,26,2018-09-30,10:22:09,8,103
C_15612,07608,12,15,12,147,35,2018-09-16,12:17:57,8,103
C_15612,07608,12,15,12,147,35,2018-10-16,12:17:57,8,103
C_15612,07608,14,12,15,9,31,2018-06-14,15:46:00,8,103
C_15612,07608,14,12,15,9,31,2018-08-25,15:46:00,8,103
C_15612,07608,14,12,15,9,31,2018-11-30,15:46:00,8,103
C_15646,06479,9,9,9,81,26,2015-12-29,13:51:39,20,102
C_15646,06479,11,15,8,103,49,2015-08-06,14:45:27,20,102
C_15646,06479,11,15,8,103,49,2015-10-23,14:45:27,20,102
C_15646,06479,11,15,8,103,49,2015-10-27,14:45:27,20,102
C_15646,06479,13,15,11,151,35,2015-07-05,15:28:13,20,102
C_1569,02128,11,15,5,24,44,2016-11-15,14:40:39,17,105
C_1569,02128,11,15,5,24,44,2017-06-04,14:40:39,17,105
C_1569,02128,13,15,11,173,48,2016-10-13,14:47:52,17,105
C_15691,11104,11,17,5,166,49,2017-08-22,11:28:28,2,105
C_15691,11104,11,17,5,166,49,2017-09-28,11:28:28,2,105
C_15716,07087,5,6,2,72,28,2018-04-18,16:16:16,17,104
C_15716,07087,9,9,4,99,30,2018-07-26,09:10:05,17,104
C_15716,07087,9,9,4,99,30,2018-12-18,09:10:05,17,104
C_15716,07087,9,9,4,99,30,2019-01-14,09:10:05,17,104
C_15716,07087,9,9,4,99,30,2019-03-13,09:10:05,17,104
C_15716,07087,9,9,5,157,48,2019-04-02,16:35:29,17,104
C_15716,07087,11,13,4,199,39,2018-09-06,15:06:36,17,104
C_15716,07087,11,13,4,199,39,2018-12-18,15:06:36,17,104
C_15728,02129,11,14,15,3,44,2018-08-22,16:19:38,14,103
C_15728,02129,11,14,15,3,44,2018-11-25,16:19:38,14,103
C_15728,02129,11,14,15,3,44,2019-03-21,16:19:38,14,103
C_15728,02129,13,9,9,79,4,2019-03-24,13:07:26,14,103
C_15728,02129,15,19,13,107,46,2018-05-01,13:10:19,14,103
C_15728,02129,16,14,3,34,22,2018-11-05,10:54:21,14,103
C_15769,07620,5,18,11,54,27,2018-08-16,10:31:46,8,103
C_15769,07620,6,18,3,155,16,2018-07-25,10:20:43,8,103
C_15774,02126,10,13,12,168,24,2018-05-09,14:08:28,18,102
C_15774,02126,10,18,6,196,38,2018-01-29,13:27:37,18,102
C_15774,02126,10,18,7,13,33,2017-12-18,14:33:56,18,102
C_15774,02126,10,18,7,13,33,2018-04-07,14:33:56,18,102
C_15774,02126,15,17,7,50,24,2017-06-12,11:05:53,18,102
C_15795,11104,9,15,16,158,5,2017-12-18,11:40:57,8,106
C_15795,11104,9,15,16,158,5,2018-07-11,11:40:57,8,106
C_15795,11104,12,15,13,46,4,2017-12-23,10:03:25,8,106
C_15795,11104,12,15,13,46,4,2018-07-01,10:03:25,8,106
C_15795,11104,13,16,14,136,42,2017-09-20,09:19:13,8,106
C_15801,06002,8,15,13,199,27,2016-05-11,12:12:11,14,105
C_15801,06002,13,15,17,123,8,2016-03-25,16:06:11,14,105
C_15805,02129,10,14,5,123,24,2019-06-11,13:52:07,25,103
C_15805,02129,10,14,5,123,24,2019-11-12,13:52:07,25,103
C_15805,02129,10,14,11,75,21,2019-05-26,10:51:28,25,103
C_15805,02129,10,14,11,75,21,2019-06-25,10:51:28,25,103
C_15805,02129,10,14,11,75,21,2019-08-25,10:51:28,25,103
C_15805,02129,14,15,17,178,38,2019-08-13,16:35:00,25,103
C_15832,19103,8,11,6,37,17,2016-10-11,11:50:05,15,103
C_15832,19103,11,6,16,29,36,2017-01-27,11:31:49,15,103
C_15832,19103,11,11,10,109,28,2016-07-24,15:46:00,15,103
C_15833,19104,12,7,6,85,11,2017-04-13,12:49:11,12,101
C_15833,19104,12,7,6,85,11,2017-09-21,12:49:11,12,101
C_15833,19104,12,7,18,34,33,2017-01-07,12:17:28,12,101
C_15833,19104,12,7,18,34,33,2017-03-18,12:17:28,12,101
C_15843,06479,6,15,6,20,32,2016-06-19,16:07:37,11,106
C_15843,06479,11,15,12,185,18,2016-05-21,13:04:33,11,106
C_15843,06479,11,15,12,185,18,2016-09-27,13:04:33,11,106
C_15891,11213,5,12,9,27,42,2019-07-02,09:12:29,11,105
C_15891,11213,12,16,7,72,10,2018-09-23,13:34:21,11,105
C_15891,11213,14,10,9,83,37,2018-12-13,15:21:30,11,105
C_15891,11213,14,10,9,83,37,2019-04-23,15:21:30,11,105
C_15891,11213,14,10,9,83,37,2019-06-06,15:21:30,11,105
C_15891,11213,14,10,10,51,6,2019-07-20,12:59:45,11,105
C_15891,11213,14,10,10,51,6,2019-08-18,12:59:45,11,105
C_15902,07093,6,7,15,31,33,2018-02-19,13:25:42,4,101
C_15902,07093,7,8,10,2,29,2018-05-17,16:41:44,4,101
C_15902,07093,8,7,5,197,41,2018-05-17,14:50:16,4,101
C_15902,07093,8,7,5,197,41,2018-12-21,14:50:16,4,101
C_15902,07093,8,7,11,120,23,2018-05-31,09:55:15,4,101
C_15902,07093,8,7,11,120,23,2018-11-18,09:55:15,4,101
C_15917,06001,9,15,8,158,14,2018-07-08,11:57:46,6,103
C_15917,06001,9,15,8,158,14,2018-08-30,11:57:46,6,103
C_15917,06001,10,7,14,106,9,2019-01-31,16:23:29,6,103
C_15917,06001,10,7,14,106,9,2019-03-03,16:23:29,6,103
C_15917,06001,12,7,1,57,28,2018-05-27,13:07:26,6,103
C_15917,06001,12,7,1,57,28,2019-03-10,13:07:26,6,103
C_1595,02128,9,13,11,124,47,2015-12-23,11:32:18,22,101
C_1595,02128,11,15,12,61,45,2016-03-21,14:18:33,22,101
C_1595,02128,11,15,12,61,45,2016-04-18,14:18:33,22,101
C_1595,02128,11,15,12,61,45,2016-04-21,14:18:33,22,101
C_1595,02128,11,15,12,61,45,2016-11-11,14:18:33,22,101
C_15954,07608,6,13,3,9,49,2017-12-06,09:28:20,12,103
C_15954,07608,7,13,8,135,20,2017-11-16,14:36:49,12,103
C_15954,07608,7,13,8,135,20,2018-02-26,14:36:49,12,103
C_15954,07608,7,13,8,135,20,2018-05-16,14:36:49,12,103
C_15954,07608,13,17,4,193,19,2017-06-24,16:19:09,12,103
C_15983,06002,9,13,1,51,49,2015-04-28,16:02:49,10,104
C_15983,06002,9,13,1,51,49,2015-10-15,16:02:49,10,104
C_15983,06002,9,15,6,64,16,2015-04-08,11:45:17,10,104
C_15983,06002,9,15,6,64,16,2015-06-12,11:45:17,10,104
C_15983,06002,11,15,7,176,23,2015-10-22,12:25:09,10,104
C_15983,06002,11,15,7,176,23,2015-12-10,12:25:09,10,104
C_15998,06467,8,12,14,171,38,2016-04-26,13:37:43,14,104
C_15998,06467,9,12,9,177,48,2016-07-16,14:57:28,14,104
C_15998,06467,9,12,9,177,48,2016-11-25,14:57:28,14,104
C_15998,06467,10,10,9,144,19,2016-10-29,14:17:07,14,104
C_15998,06467,10,10,9,144,19,2016-10-31,14:17:07,14,104
C_16040,02129,11,11,15,154,31,2018-11-05,16:38:22,4,104
C_16040,02129,11,11,15,154,31,2019-02-01,16:38:22,4,104
C_16040,02129,12,11,19,195,9,2018-07-25,10:22:38,4,104
C_16040,02129,12,11,19,195,9,2018-11-06,10:22:38,4,104
