Cust_ID,expected_duration,actual_duration,Date_of_job,Time_of_job,time_rating,LAT,LNG,Job_rating,Cleanliness_rating,Work_Quality_rating,Value_Delivered_rating,Facility_rating
C_21826,8,13,2016-11-26,10:49:04,1.0,40.599148,-73.99609,4.0,2.0,2.0,1.0,3.0
C_21826,9,13,2017-02-12,09:23:32,2.0,40.968725,-73.916999,3.0,3.0,1.0,3.0,1.0
C_2183,6,14,2015-11-23,14:01:44,4.0,41.787159,-72.852046,3.0,1.0,5.0,3.0,4.0
C_2183,6,14,2016-01-06,14:01:44,4.0,40.762574,-73.913447,4.0,2.0,1.0,2.0,1.0
C_2183,9,14,2015-09-14,13:36:45,1.0,40.788079,-74.011357,3.0,3.0,3.0,2.0,2.0
C_2183,12,15,2015-03-27,14:47:23,3.0,41.84493,-72.740951,3.0,3.0,4.0,4.0,5.0
C_2183,12,15,2015-07-21,14:47:23,3.0,40.767383,-74.032328,4.0,2.0,3.0,2.0,2.0
C_21850,7,10,2016-07-27,10:19:45,3.0,40.767383,-74.032328,2.0,5.0,4.0,1.0,4.0
C_21850,7,10,2016-10-25,10:19:45,3.0,40.852997,-74.060355,5.0,2.0,4.0,5.0,4.0
C_21850,9,10,2016-05-14,09:49:00,5.0,40.852997,-74.060355,5.0,5.0,5.0,3.0,4.0
C_21850,11,12,2016-03-01,15:47:26,5.0,41.787159,-72.852046,4.0,3.0,4.0,1.0,4.0
C_21850,11,12,2016-03-11,15:47:26,5.0,41.567845,-72.899757,5.0,1.0,5.0,2.0,4.0
C_21850,12,15,2015-11-17,15:59:56,3.0,40.599148,-73.99609,2.0,1.0,4.0,1.0,3.0
C_21876,7,16,2017-03-12,11:51:31,3.0,41.787159,-72.852046,3.0,4.0,4.0,2.0,3.0
C_21876,11,13,2017-01-02,10:57:43,4.0,41.57477,-72.9119,2.0,5.0,2.0,2.0,1.0
C_21876,12,16,2017-06-17,14:33:27,2.0,42.274227,-71.097423,4.0,1.0,5.0,2.0,4.0
C_21917,8,10,2016-08-26,11:33:16,4.0,41.57477,-72.9119,3.0,3.0,4.0,3.0,5.0
C_21917,9,17,2016-12-25,12:01:08,4.0,40.762574,-73.913447,5.0,5.0,2.0,1.0,1.0
C_21917,9,17,2017-02-23,12:01:08,4.0,40.744634,-73.920201,5.0,1.0,3.0,2.0,1.0
C_21917,9,17,2017-03-16,12:01:08,4.0,41.57477,-72.9119,1.0,4.0,2.0,2.0,1.0
C_21917,9,17,2017-05-31,12:01:08,4.0,40.762574,-73.913447,4.0,2.0,4.0,1.0,3.0
C_21917,12,10,2016-12-18,12:59:16,2.0,40.744634,-73.920201,3.0,4.0,5.0,1.0,3.0
C_21917,13,17,2017-03-22,14:49:47,2.0,39.948629,-75.142789,4.0,2.0,3.0,5.0,4.0
C_21917,13,17,2017-03-28,14:49:47,2.0,40.744634,-73.920201,1.0,2.0,4.0,3.0,3.0
C_21948,8,11,2019-03-16,14:33:27,3.0,40.744634,-73.920201,1.0,4.0,2.0,1.0,1.0
C_21948,11,12,2019-07-11,14:09:25,5.0,39.948629,-75.142789,2.0,3.0,3.0,1.0,5.0
C_21994,7,9,2015-09-30,09:38:26,4.0,42.334992,-71.039093,4.0,2.0,4.0,3.0,4.0
C_21994,7,17,2016-07-19,09:30:45,2.0,40.762574,-73.913447,4.0,5.0,4.0,1.0,4.0
C_21994,7,17,2016-01-02,15:24:23,2.0,40.599148,-73.99609,4.0,1.0,5.0,4.0,4.0
C_21994,7,17,2016-05-04,15:24:23,2.0,39.95852,-75.198857,4.0,1.0,4.0,4.0,3.0
C_21994,7,17,2016-07-19,15:24:23,2.0,40.671078,-73.936336,4.0,2.0,4.0,1.0,3.0
C_21994,10,17,2016-09-23,10:36:05,5.0,39.95852,-75.198857,3.0,4.0,3.0,1.0,3.0
C_22043,6,10,2017-05-15,14:17:35,2.0,42.379657,-71.061487,3.0,4.0,5.0,5.0,4.0
C_22043,10,11,2017-09-18,16:26:50,5.0,39.95852,-75.198857,3.0,3.0,2.0,5.0,1.0
C_22043,10,11,2017-11-29,16:26:50,5.0,41.84493,-72.740951,5.0,1.0,2.0,2.0,1.0
C_22043,12,18,2017-09-19,15:33:30,0.0,39.95852,-75.198857,2.0,3.0,1.0,3.0,3.0
C_22043,12,18,2018-03-04,15:33:30,0.0,42.379657,-71.061487,4.0,3.0,4.0,4.0,1.0
C_22043,15,18,2018-01-29,14:50:16,3.0,42.379657,-71.061487,5.0,2.0,5.0,3.0,3.0
C_22068,9,16,2015-11-01,10:33:12,5.0,40.788079,-74.011357,1.0,1.0,4.0,1.0,3.0
C_22068,9,16,2015-12-11,10:33:12,5.0,42.379657,-71.061487,5.0,2.0,3.0,1.0,1.0
C_22068,11,11,2015-07-05,11:19:49,0.0,39.948629,-75.142789,2.0,3.0,3.0,2.0,1.0
C_22068,14,11,2015-03-23,11:06:50,3.0,42.274227,-71.097423,3.0,3.0,2.0,2.0,1.0
C_22068,14,11,2015-03-27,11:06:50,3.0,42.274227,-71.097423,4.0,2.0,2.0,1.0,4.0
C_22068,14,11,2016-01-03,11:06:50,3.0,39.948629,-75.142789,1.0,4.0,1.0,2.0,1.0
C_22068,18,22,2015-02-02,09:59:34,2.0,42.334992,-71.039093,4.0,2.0,4.0,1.0,3.0
C_22073,7,6,2018-07-20,09:47:05,1.0,39.95852,-75.198857,4.0,1.0,4.0,4.0,5.0
C_22073,10,11,2018-09-24,11:25:35,5.0,42.334992,-71.039093,3.0,3.0,4.0,5.0,4.0
C_22073,19,6,2018-06-19,12:59:45,1.0,41.84493,-72.740951,3.0,3.0,2.0,2.0,1.0
C_22073,19,6,2018-07-07,12:59:45,1.0,42.334992,-71.039093,5.0,1.0,4.0,1.0,5.0
C_22073,19,6,2018-11-29,12:59:45,1.0,40.767383,-74.032328,3.0,4.0,2.0,2.0,2.0
C_22104,5,17,2017-01-14,12:31:24,0.0,39.952783,-75.165586,2.0,1.0,4.0,3.0,3.0
C_22104,5,17,2017-09-06,12:31:24,0.0,42.274227,-71.097423,4.0,2.0,4.0,2.0,4.0
C_22104,7,8,2016-11-27,10:53:23,5.0,42.361129,-71.006975,5.0,1.0,2.0,2.0,1.0
C_22104,9,14,2017-03-24,16:01:22,1.0,40.788079,-74.011357,3.0,3.0,2.0,3.0,1.0
C_22104,11,14,2017-10-30,16:17:14,3.0,41.567845,-72.899757,2.0,3.0,1.0,4.0,5.0
C_22145,10,12,2017-11-29,14:40:39,4.0,41.57477,-72.9119,3.0,3.0,4.0,1.0,3.0
C_22145,10,13,2018-04-23,15:46:00,3.0,39.948629,-75.142789,4.0,3.0,3.0,5.0,1.0
C_22145,10,13,2018-10-16,15:46:00,3.0,41.787159,-72.852046,3.0,4.0,1.0,2.0,2.0
C_22145,10,13,2018-06-23,15:22:27,3.0,40.671078,-73.936336,5.0,2.0,5.0,4.0,3.0
C_22145,10,13,2018-08-19,15:22:27,3.0,40.671078,-73.936336,3.0,2.0,4.0,5.0,1.0
C_22145,11,10,2018-06-07,13:52:36,1.0,42.361129,-71.006975,4.0,2.0,2.0,3.0,2.0
C_22145,11,10,2018-10-18,13:52:36,1.0,41.567845,-72.899757,2.0,2.0,2.0,2.0,1.0
C_22192,6,15,2015-10-11,14:10:23,3.0,40.762574,-73.913447,3.0,3.0,5.0,4.0,5.0
C_22192,6,15,2015-11-09,14:10:23,3.0,39.952783,-75.165586,1.0,4.0,2.0,2.0,1.0
C_22192,12,15,2016-04-23,09:22:06,3.0,40.767383,-74.032328,1.0,2.0,4.0,1.0,4.0
C_22192,13,16,2015-06-10,13:50:12,3.0,42.361129,-71.006975,1.0,3.0,4.0,3.0,3.0
C_22210,14,11,2016-11-24,16:38:51,3.0,41.787159,-72.852046,2.0,4.0,3.0,4.0,3.0
C_22210,14,15,2016-09-12,11:07:19,5.0,40.968725,-73.916999,5.0,2.0,2.0,2.0,1.0
C_22210,14,19,2016-11-29,12:30:55,1.0,39.948629,-75.142789,4.0,3.0,2.0,1.0,5.0
C_22210,14,19,2017-03-22,12:30:55,1.0,42.274227,-71.097423,4.0,1.0,4.0,1.0,4.0
C_22210,16,19,2016-11-23,12:12:11,3.0,41.84493,-72.740951,4.0,3.0,4.0,2.0,3.0
C_22210,16,19,2016-12-14,12:12:11,3.0,40.852997,-74.060355,4.0,1.0,4.0,4.0,2.0
C_22248,8,11,2017-03-31,10:38:29,3.0,39.948629,-75.142789,4.0,4.0,4.0,1.0,3.0
C_22248,8,11,2017-07-18,10:38:29,3.0,40.599148,-73.99609,4.0,3.0,4.0,1.0,4.0
C_22248,8,11,2017-08-24,10:38:29,3.0,39.95852,-75.198857,3.0,1.0,3.0,5.0,2.0
C_22248,15,11,2017-10-05,15:13:48,4.0,42.379657,-71.061487,5.0,4.0,2.0,2.0,1.0
C_2227,7,13,2015-09-04,11:36:38,0.0,39.952783,-75.165586,4.0,4.0,5.0,2.0,4.0
C_2227,7,13,2015-09-29,11:36:38,0.0,42.379657,-71.061487,3.0,3.0,3.0,5.0,1.0
C_2227,11,13,2016-01-27,09:02:52,4.0,39.952896,-75.174298,5.0,5.0,2.0,2.0,1.0
C_22277,12,12,2015-07-13,16:19:38,0.0,41.787159,-72.852046,3.0,2.0,1.0,4.0,1.0
C_22277,12,12,2015-09-16,16:19:38,0.0,39.952783,-75.165586,3.0,5.0,5.0,3.0,3.0
C_22277,13,10,2016-02-25,13:11:17,3.0,40.852997,-74.060355,3.0,3.0,5.0,5.0,3.0
C_22277,17,12,2015-11-15,10:38:58,5.0,40.762574,-73.913447,4.0,1.0,5.0,1.0,2.0
C_22284,7,8,2016-11-02,15:26:18,5.0,39.952896,-75.174298,3.0,3.0,4.0,5.0,3.0
C_22284,9,17,2017-04-15,12:40:03,4.0,40.599148,-73.99609,1.0,2.0,5.0,2.0,4.0
C_22284,9,17,2017-07-14,12:40:03,4.0,41.57477,-72.9119,4.0,4.0,3.0,1.0,4.0
C_22284,9,17,2017-02-05,14:04:08,4.0,40.767383,-74.032328,2.0,3.0,1.0,2.0,2.0
C_22284,9,17,2017-03-12,14:04:08,4.0,39.948629,-75.142789,4.0,1.0,2.0,2.0,1.0
C_22284,14,16,2017-02-07,16:47:30,4.0,41.84493,-72.740951,4.0,1.0,5.0,3.0,4.0
C_22285,6,12,2019-02-03,12:12:40,0.0,41.787159,-72.852046,5.0,5.0,3.0,2.0,2.0
C_22285,6,12,2019-02-10,12:12:40,0.0,39.948629,-75.142789,4.0,2.0,5.0,3.0,1.0
C_22285,8,16,2019-06-01,12:19:52,4.0,42.361129,-71.006975,4.0,2.0,2.0,4.0,1.0
C_22285,12,12,2018-10-14,13:11:46,0.0,41.57477,-72.9119,4.0,4.0,2.0,3.0,1.0
C_22324,8,10,2019-06-08,12:42:27,4.0,42.379657,-71.061487,5.0,2.0,4.0,1.0,5.0
C_22324,11,15,2019-05-26,10:34:10,2.0,42.274227,-71.097423,3.0,4.0,2.0,3.0,2.0
C_22324,12,15,2019-01-04,12:53:30,3.0,39.95852,-75.198857,3.0,3.0,5.0,2.0,3.0
C_22324,14,19,2018-09-22,14:11:21,1.0,40.762574,-73.913447,1.0,3.0,4.0,3.0,3.0
C_22356,6,19,2018-09-22,14:18:04,5.0,40.599148,-73.99609,2.0,5.0,4.0,3.0,4.0
C_22356,6,19,2018-10-09,14:18:04,5.0,40.767383,-74.032328,2.0,3.0,2.0,2.0,1.0
C_22356,7,10,2018-07-10,15:22:27,3.0,41.57477,-72.9119,3.0,3.0,4.0,3.0,5.0
C_22356,12,19,2019-01-12,14:06:32,5.0,39.948629,-75.142789,4.0,1.0,5.0,4.0,3.0
C_22356,12,19,2019-04-26,14:06:32,5.0,41.787159,-72.852046,5.0,3.0,1.0,1.0,2.0
C_22356,14,9,2018-09-29,15:48:24,5.0,40.852997,-74.060355,3.0,2.0,4.0,2.0,3.0
C_22356,14,9,2019-02-19,15:48:24,5.0,40.968725,-73.916999,4.0,1.0,2.0,2.0,1.0
C_22395,4,14,2015-05-29,09:17:17,2.0,39.952896,-75.174298,4.0,1.0,4.0,4.0,2.0
C_22395,4,14,2015-09-14,09:17:17,2.0,41.57477,-72.9119,5.0,4.0,2.0,2.0,2.0
C_22395,9,12,2015-02-05,14:49:47,3.0,42.334992,-71.039093,2.0,3.0,5.0,4.0,3.0
C_22395,11,17,2015-08-01,10:09:11,0.0,42.274227,-71.097423,1.0,2.0,5.0,3.0,3.0
C_22395,11,17,2015-08-08,10:09:11,0.0,40.671078,-73.936336,1.0,4.0,2.0,2.0,2.0
C_22395,12,14,2015-09-12,13:18:58,4.0,41.567845,-72.899757,2.0,4.0,5.0,2.0,3.0
C_22441,9,9,2016-08-24,16:13:23,0.0,40.762574,-73.913447,3.0,4.0,4.0,2.0,3.0
C_22441,10,11,2017-08-02,09:28:49,5.0,39.95852,-75.198857,3.0,4.0,4.0,5.0,1.0
C_22441,10,18,2017-04-07,10:33:12,4.0,41.84493,-72.740951,1.0,4.0,4.0,1.0,3.0
C_22441,11,18,2016-12-15,09:35:33,5.0,42.274227,-71.097423,4.0,2.0,4.0,4.0,4.0
C_22441,11,18,2017-01-15,09:35:33,5.0,42.379657,-71.061487,5.0,5.0,4.0,1.0,3.0
C_22441,11,18,2017-05-06,09:35:33,5.0,40.788079,-74.011357,3.0,3.0,4.0,5.0,1.0
C_22465,9,11,2017-02-24,14:27:41,4.0,41.57477,-72.9119,2.0,4.0,5.0,4.0,5.0
C_22465,11,9,2017-07-18,13:00:14,2.0,40.671078,-73.936336,1.0,3.0,4.0,3.0,3.0
C_22465,14,6,2017-10-14,11:48:38,2.0,39.952783,-75.165586,4.0,2.0,5.0,3.0,3.0
C_22483,7,14,2016-01-05,12:41:58,5.0,40.671078,-73.936336,4.0,3.0,4.0,1.0,4.0
C_22483,7,14,2016-05-15,12:41:58,5.0,40.968725,-73.916999,4.0,2.0,4.0,1.0,4.0
C_22483,8,14,2015-11-20,10:54:50,0.0,42.274227,-71.097423,2.0,4.0,5.0,1.0,4.0
C_22483,11,12,2015-07-15,10:18:19,5.0,42.379657,-71.061487,3.0,3.0,5.0,3.0,4.0
C_22483,12,14,2016-05-04,10:26:00,4.0,42.274227,-71.097423,5.0,4.0,5.0,1.0,3.0
C_22527,9,15,2018-10-19,10:15:26,0.0,40.599148,-73.99609,3.0,3.0,2.0,1.0,3.0
C_22527,9,15,2019-08-07,10:15:26,0.0,40.744634,-73.920201,3.0,4.0,4.0,3.0,3.0
C_22527,11,10,2018-11-06,09:54:17,1.0,40.599148,-73.99609,5.0,1.0,4.0,5.0,1.0
C_22527,11,10,2019-04-19,09:54:17,1.0,40.599148,-73.99609,4.0,5.0,5.0,3.0,3.0
C_22527,12,10,2018-10-29,15:51:17,2.0,39.952896,-75.174298,3.0,4.0,4.0,4.0,5.0
C_22527,12,10,2019-04-01,15:51:17,2.0,39.952783,-75.165586,4.0,2.0,1.0,4.0,4.0
C_22535,4,9,2017-12-01,12:53:30,1.0,40.599148,-73.99609,3.0,3.0,5.0,3.0,4.0
C_22535,6,11,2017-07-23,10:57:43,1.0,41.57477,-72.9119,3.0,3.0,5.0,1.0,4.0
C_22535,6,11,2018-01-03,10:57:43,1.0,40.671078,-73.936336,4.0,3.0,2.0,2.0,1.0
C_22535,10,13,2017-04-01,12:53:59,3.0,42.361129,-71.006975,4.0,3.0,5.0,4.0,2.0
C_22535,11,11,2017-05-27,10:06:47,0.0,41.84493,-72.740951,5.0,1.0,3.0,2.0,4.0
C_22535,11,11,2017-06-29,10:06:47,0.0,40.744634,-73.920201,3.0,5.0,5.0,2.0,5.0
C_22535,11,11,2018-02-03,10:06:47,0.0,40.968725,-73.916999,4.0,2.0,1.0,2.0,2.0
C_22576,8,17,2018-10-14,13:28:35,3.0,40.767383,-74.032328,3.0,1.0,4.0,3.0,4.0
C_22576,10,17,2018-12-06,09:21:08,5.0,40.744634,-73.920201,3.0,5.0,3.0,1.0,1.0
C_22576,10,17,2019-01-24,09:21:08,5.0,39.952783,-75.165586,4.0,2.0,4.0,1.0,3.0
C_22576,10,17,2019-03-18,09:21:08,5.0,42.379657,-71.061487,5.0,3.0,5.0,1.0,4.0
C_22576,10,17,2019-06-12,09:21:08,5.0,39.948629,-75.142789,5.0,2.0,5.0,3.0,3.0
C_22576,13,9,2018-11-26,13:10:48,4.0,42.334992,-71.039093,2.0,5.0,4.0,2.0,2.0
C_22596,11,10,2016-10-12,16:25:53,1.0,41.567845,-72.899757,5.0,4.0,2.0,2.0,1.0
C_22596,11,10,2017-05-18,16:25:53,1.0,41.567845,-72.899757,4.0,1.0,2.0,2.0,1.0
C_22596,16,10,2016-10-06,09:11:31,0.0,40.599148,-73.99609,4.0,5.0,4.0,3.0,4.0
C_22596,16,10,2016-11-08,09:11:31,0.0,40.671078,-73.936336,3.0,3.0,1.0,2.0,5.0
C_22613,12,11,2018-08-31,16:42:13,1.0,40.762574,-73.913447,2.0,3.0,3.0,1.0,5.0
C_22613,12,11,2019-02-09,16:42:13,1.0,41.57477,-72.9119,4.0,3.0,2.0,1.0,5.0
C_22613,15,11,2018-10-24,10:57:43,4.0,40.788079,-74.011357,3.0,4.0,3.0,1.0,2.0
C_22613,15,11,2019-02-23,10:57:43,4.0,40.599148,-73.99609,1.0,1.0,5.0,2.0,3.0
C_22613,17,11,2019-03-08,15:34:28,0.0,40.744634,-73.920201,5.0,4.0,5.0,1.0,3.0
C_22636,5,13,2018-07-25,12:21:48,4.0,41.567845,-72.899757,5.0,2.0,4.0,3.0,5.0
C_22636,5,13,2019-03-03,12:21:48,4.0,42.274227,-71.097423,5.0,2.0,4.0,3.0,1.0
C_22636,8,10,2018-05-04,09:22:34,4.0,40.762574,-73.913447,1.0,5.0,3.0,2.0,1.0
C_22636,10,13,2018-10-13,10:25:02,3.0,42.334992,-71.039093,4.0,4.0,4.0,1.0,3.0
C_22636,10,13,2019-04-02,10:25:02,3.0,41.57477,-72.9119,4.0,1.0,4.0,3.0,3.0
C_22636,14,13,2019-01-17,16:06:40,1.0,41.567845,-72.899757,3.0,3.0,3.0,5.0,2.0
C_22636,14,13,2019-02-16,16:06:40,1.0,40.767383,-74.032328,5.0,2.0,5.0,4.0,1.0
C_22685,9,13,2017-10-18,15:00:21,2.0,41.57477,-72.9119,5.0,3.0,2.0,1.0,1.0
C_22685,10,10,2018-01-21,12:18:55,0.0,39.952783,-75.165586,3.0,1.0,5.0,3.0,4.0
C_22685,10,10,2018-03-19,12:18:55,0.0,42.274227,-71.097423,3.0,3.0,3.0,5.0,5.0
C_22685,14,13,2017-07-20,15:52:43,1.0,40.599148,-73.99609,4.0,2.0,4.0,3.0,4.0
C_22685,15,19,2017-03-25,15:15:15,2.0,40.968725,-73.916999,3.0,3.0,5.0,1.0,4.0
C_22696,9,7,2016-08-29,16:12:54,2.0,39.95852,-75.198857,4.0,2.0,2.0,1.0,4.0
C_22696,9,7,2017-04-13,16:12:54,2.0,40.744634,-73.920201,1.0,5.0,4.0,1.0,3.0
C_22696,9,7,2017-01-31,16:12:54,2.0,42.334992,-71.039093,4.0,3.0,2.0,1.0,2.0
C_22696,11,9,2016-09-21,13:55:29,2.0,40.968725,-73.916999,2.0,5.0,5.0,3.0,3.0
C_22696,11,9,2017-02-11,13:55:29,2.0,39.952896,-75.174298,5.0,2.0,2.0,2.0,1.0
C_22696,11,16,2016-06-25,12:34:17,1.0,40.744634,-73.920201,4.0,1.0,5.0,2.0,2.0
C_22724,8,11,2017-09-08,14:31:03,3.0,39.95852,-75.198857,5.0,2.0,1.0,3.0,1.0
C_22724,10,16,2017-06-27,14:20:57,0.0,40.744634,-73.920201,4.0,4.0,2.0,3.0,1.0
C_22724,10,16,2017-08-14,14:20:57,0.0,40.762574,-73.913447,3.0,1.0,4.0,3.0,4.0
C_22724,12,16,2017-08-21,15:35:26,2.0,41.84493,-72.740951,2.0,1.0,4.0,3.0,4.0
C_22724,13,14,2016-10-21,11:40:28,5.0,40.599148,-73.99609,2.0,3.0,1.0,5.0,1.0
C_2273,9,15,2018-01-31,15:09:00,0.0,41.567845,-72.899757,4.0,2.0,1.0,2.0,1.0
C_2273,9,15,2018-10-24,15:09:00,0.0,40.744634,-73.920201,3.0,4.0,1.0,2.0,2.0
C_2273,10,15,2018-08-09,11:12:36,1.0,40.968725,-73.916999,4.0,1.0,4.0,5.0,2.0
C_2273,16,15,2018-02-17,09:25:56,1.0,40.671078,-73.936336,4.0,1.0,2.0,2.0,1.0
C_2273,16,15,2018-10-15,09:25:56,1.0,42.361129,-71.006975,1.0,5.0,5.0,1.0,4.0
C_22760,7,11,2017-11-05,11:10:41,2.0,40.788079,-74.011357,4.0,2.0,3.0,4.0,1.0
C_22760,10,17,2018-04-16,11:50:05,5.0,41.567845,-72.899757,1.0,1.0,4.0,1.0,4.0
C_22760,10,17,2018-06-23,11:50:05,5.0,40.767383,-74.032328,1.0,1.0,2.0,2.0,2.0
C_22760,15,17,2018-03-17,10:51:28,4.0,40.788079,-74.011357,4.0,2.0,2.0,1.0,1.0
C_22760,15,17,2018-04-21,10:51:28,4.0,40.788079,-74.011357,4.0,4.0,4.0,3.0,4.0
C_22760,15,17,2018-04-25,10:51:28,4.0,39.95852,-75.198857,5.0,3.0,4.0,3.0,3.0
C_22760,15,17,2018-08-28,10:51:28,4.0,39.952896,-75.174298,3.0,3.0,5.0,1.0,4.0
C_2277,6,13,2018-10-29,09:30:45,5.0,40.968725,-73.916999,5.0,3.0,5.0,1.0,3.0
C_2277,10,11,2018-01-10,11:53:27,5.0,42.274227,-71.097423,3.0,2.0,2.0,2.0,1.0
C_2277,10,13,2018-05-12,09:14:53,3.0,41.84493,-72.740951,3.0,2.0,5.0,2.0,3.0
C_2277,12,13,2018-03-04,16:46:03,5.0,42.361129,-71.006975,4.0,3.0,5.0,1.0,2.0
C_2277,12,13,2018-12-14,16:46:03,5.0,41.84493,-72.740951,5.0,4.0,4.0,1.0,3.0
C_22771,10,13,2018-04-01,10:08:42,3.0,41.84493,-72.740951,1.0,2.0,4.0,1.0,4.0
C_22771,10,20,2018-11-14,10:09:11,2.0,42.379657,-71.061487,5.0,1.0,3.0,1.0,5.0
C_22771,13,20,2018-10-20,16:47:59,5.0,42.274227,-71.097423,2.0,2.0,5.0,3.0,4.0
C_22771,15,13,2018-08-10,14:50:16,2.0,42.274227,-71.097423,1.0,4.0,5.0,2.0,3.0
C_22771,15,13,2018-08-30,14:50:16,2.0,39.952783,-75.165586,3.0,4.0,2.0,1.0,1.0
C_22799,8,11,2019-01-01,13:54:03,3.0,42.361129,-71.006975,2.0,3.0,2.0,3.0,4.0
C_22799,12,14,2018-10-21,10:31:46,4.0,39.948629,-75.142789,5.0,5.0,5.0,2.0,3.0
C_22799,12,14,2019-08-14,10:31:46,4.0,40.744634,-73.920201,3.0,3.0,3.0,5.0,1.0
C_22799,16,14,2018-11-05,10:15:26,2.0,40.852997,-74.060355,3.0,3.0,1.0,5.0,5.0
C_22799,16,14,2019-01-11,10:15:26,2.0,40.852997,-74.060355,5.0,5.0,5.0,1.0,4.0
C_228,8,9,2017-07-16,12:01:08,5.0,40.968725,-73.916999,2.0,1.0,4.0,1.0,3.0
C_228,11,11,2016-09-27,14:35:51,0.0,39.95852,-75.198857,3.0,1.0,5.0,3.0,4.0
C_228,12,9,2016-11-21,09:15:22,3.0,42.274227,-71.097423,2.0,3.0,3.0,5.0,5.0
C_228,12,9,2016-12-28,09:15:22,3.0,41.787159,-72.852046,4.0,2.0,1.0,4.0,4.0
C_228,12,9,2017-07-26,09:15:22,3.0,42.334992,-71.039093,1.0,2.0,3.0,1.0,3.0
C_22844,10,12,2016-08-19,09:26:25,4.0,41.787159,-72.852046,1.0,2.0,4.0,3.0,4.0
C_22844,11,14,2017-07-13,10:32:15,3.0,39.952896,-75.174298,1.0,4.0,4.0,3.0,3.0
C_22844,11,14,2017-03-24,12:53:59,3.0,40.671078,-73.936336,4.0,1.0,5.0,2.0,2.0
C_22844,11,14,2017-03-01,14:50:45,3.0,40.744634,-73.920201,4.0,5.0,2.0,2.0,2.0
C_22844,11,14,2017-07-16,14:50:45,3.0,40.671078,-73.936336,3.0,2.0,2.0,2.0,5.0
C_22861,5,9,2015-03-22,12:29:29,2.0,39.948629,-75.142789,3.0,3.0,4.0,5.0,2.0
C_22861,9,10,2016-02-13,13:16:34,5.0,41.787159,-72.852046,5.0,2.0,4.0,4.0,3.0
C_22861,13,10,2015-11-18,12:44:51,3.0,40.599148,-73.99609,1.0,4.0,4.0,1.0,3.0
C_22861,13,10,2015-12-10,12:44:51,3.0,40.762574,-73.913447,3.0,2.0,2.0,4.0,4.0
C_22861,13,10,2016-02-18,12:44:51,3.0,40.767383,-74.032328,3.0,2.0,1.0,4.0,1.0
C_22884,9,19,2016-07-04,11:59:41,2.0,41.57477,-72.9119,1.0,1.0,2.0,2.0,1.0
C_22884,9,19,2016-11-13,11:59:41,2.0,42.274227,-71.097423,2.0,5.0,3.0,1.0,3.0
C_22884,11,19,2016-10-24,11:34:42,4.0,42.274227,-71.097423,1.0,5.0,4.0,3.0,3.0
C_22884,13,9,2016-10-22,11:36:09,4.0,42.274227,-71.097423,4.0,5.0,2.0,2.0,1.0
C_22907,9,12,2016-05-07,16:41:15,3.0,40.852997,-74.060355,3.0,3.0,4.0,5.0,2.0
C_22907,10,12,2016-01-20,11:13:05,4.0,41.57477,-72.9119,2.0,3.0,3.0,4.0,4.0
C_22907,12,12,2016-06-25,10:33:41,0.0,41.57477,-72.9119,1.0,4.0,5.0,4.0,4.0
C_22907,12,12,2016-09-11,10:33:41,0.0,39.952896,-75.174298,4.0,5.0,4.0,3.0,3.0
C_22929,7,11,2019-06-22,13:00:14,2.0,41.84493,-72.740951,1.0,1.0,5.0,3.0,3.0
C_22929,11,11,2018-11-23,16:40:46,0.0,40.968725,-73.916999,2.0,2.0,4.0,1.0,3.0
C_22929,12,11,2019-03-14,11:01:04,1.0,39.948629,-75.142789,3.0,3.0,5.0,1.0,4.0
C_22950,6,10,2015-07-03,13:18:58,2.0,40.968725,-73.916999,2.0,5.0,4.0,2.0,2.0
C_22950,12,10,2016-02-16,10:59:38,2.0,42.379657,-71.061487,4.0,3.0,2.0,1.0,2.0
C_22989,4,14,2016-01-25,13:30:01,2.0,39.95852,-75.198857,4.0,2.0,4.0,1.0,3.0
C_22989,6,6,2015-11-20,11:03:29,0.0,40.744634,-73.920201,4.0,5.0,5.0,4.0,3.0
C_22989,9,14,2016-01-17,16:19:09,1.0,42.334992,-71.039093,5.0,1.0,4.0,2.0,3.0
C_22989,9,14,2016-09-26,16:19:09,1.0,40.767383,-74.032328,4.0,3.0,5.0,5.0,2.0
C_22989,11,14,2016-09-04,15:48:53,3.0,42.334992,-71.039093,4.0,2.0,2.0,1.0,2.0
C_22989,11,14,2016-11-19,15:48:53,3.0,40.788079,-74.011357,3.0,3.0,2.0,1.0,3.0
C_22990,11,12,2018-09-29,09:34:06,5.0,40.788079,-74.011357,2.0,1.0,3.0,1.0,3.0
C_22990,11,12,2018-11-23,09:34:06,5.0,40.767383,-74.032328,4.0,1.0,4.0,1.0,4.0
C_22990,11,12,2019-05-03,09:34:06,5.0,41.57477,-72.9119,5.0,3.0,1.0,2.0,1.0
C_22990,11,12,2019-05-13,09:34:06,5.0,39.952896,-75.174298,5.0,1.0,3.0,2.0,4.0
C_22990,11,13,2019-06-13,09:01:26,4.0,39.95852,-75.198857,4.0,5.0,4.0,3.0,3.0
C_22990,12,12,2018-09-06,10:31:17,0.0,42.334992,-71.039093,3.0,3.0,4.0,3.0,4.0
C_22991,9,12,2018-09-08,10:30:48,3.0,39.948629,-75.142789,3.0,3.0,5.0,4.0,3.0
C_22991,10,12,2018-03-01,12:04:59,4.0,39.952783,-75.165586,5.0,2.0,1.0,3.0,1.0
